Date,Title,Value,Type,URL,Open,High,Low,Close,Volume,Market Cap,Percent Change,Percent Change 48,Percent Change 72
2/22/2016,Agreement Reached on Future Bitcoin Block Size Increase,1,5,https://dcebrief.com/agreement-reached-on-future-bitcoin-block-size-increase/,438.99,439.05,432.92,437.75,"85,385,200","6,689,200,000",-0.28,-3.89,-2.92
2/25/2016,Japan considers making bitcoin a legal currency,1,1,https://www.theguardian.com/technology/2016/feb/25/japan-to-make-bitcoin-legal-currency,425.04,427.72,420.42,424.54,"70,798,000","6,480,650,000",-0.12,1.79,1.88
2/29/2016,Bitcoin Ransomware Infects Multiple German Hospitals,99,99,http://www.newsbtc.com/2016/02/29/bitcoin-ransomware-infects-multiple-german-hospitals/,433.44,441.51,431.69,437.7,"60,694,700","6,614,980,000",0.98,-0.59,-3.13
3/3/2016,New Jersey pastor indicted for bribery in case tied to JPMorgan hacking,99,99,https://www.reuters.com/article/us-usa-crime-cyberattack/new-jersey-pastor-indicted-for-bribery-in-case-tied-to-jpmorgan-hacking-idUSKCN0W52BK,423.91,425.37,419.41,421.65,"100,484,000","6,474,150,000",-0.53,-2.54,-5
3/5/2016,Coinbase CEO: Core Developers May Be Bitcoin's ‘Biggest Systemic Risk',99,99,https://www.coindesk.com/coinbase-brian-armstrong-risk-developers/,410.78,411.26,394.04,400.57,"135,385,000","6,276,610,000",-2.49,1.78,3.43
3/6/2016,"Bitcoin is “the Slowest, Most Expensive, Least-Developed Currency”",99,99,https://www.financemagnates.com/cryptocurrency/education-centre/bitcoin-is-the-slowest-most-expensive-least-developed-currency/,400.52,411.91,395.78,407.71,"91,212,500","6,121,400,000",1.8,1.62,1.54
3/9/2016,"BitAccess launches bitcoin purchases at 6,000 Canadian retail locations",1,3,https://bravenewcoin.com/news/bitaccess-launches-bitcoin-purchases-at-6000-canadian-retail-locations/,413.89,416.03,411.61,414.86,"70,012,300","6,330,230,000",0.23,0.55,1.65
3/10/2016,"Japan Debates Bitcoin Sales Tax, Stricter Rules for Exchanges — Bitcoin Magazine",1,1,https://bitcoinmagazine.com/articles/japan-debates-bitcoin-sales-tax-stricter-rules-for-exchanges-1457633456/,414.74,417.51,413.25,417.13,"81,022,900","6,344,960,000",0.58,1.09,-1.32
3/12/2016,Chrome Extension Caught Stealing Bitcoin from Users,-1,2,http://news.softpedia.com/news/chrome-extension-caught-stealing-bitcoin-from-users-501663.shtml,421.61,421.8,410.09,411.62,"92,712,900","6,453,260,000",-2.37,0.59,1.17
3/13/2016,Microsoft no longer takes Bitcoins in its Windows app store (update),99,99,https://www.engadget.com/2016/03/13/microsoft-store-stops-taking-bitcoin/,411.65,416.6,411.64,414.06,"74,322,800","6,302,330,000",0.59,0.57,0.67
3/14/2016,Microsoft will continue to support bitcoin after ‘inaccurate information’ was posted online,99,99,https://techcrunch.com/2016/03/14/microsoft-quietly-drops-bitcoin-support-from-the-windows-store/,414.2,416.68,414.2,416.44,"95,259,400","6,342,780,000",0.54,0.09,0.14
3/14/2016,Bitcoin Exchange Bitfinex Adds Ether Trading Amid Increasing Demand,99,99,https://www.coindesk.com/ethereum-bitfinex-ether-trading/,414.2,416.68,414.2,416.44,"95,259,400","6,342,780,000",0.54,0.09,0.14
3/20/2016,Bitcoin surveillance firm Elliptic raises $5m as banks push into blockchain,1,3,http://www.telegraph.co.uk/technology/2016/03/20/bitcoin-surveillance-firm-elliptic-raises-5m-for-blockchain-push/,410.4,414.63,410.4,413.75,"45,947,900","6,293,610,000",0.82,-0.11,1.05
3/21/2016,Australian Government Seeks End to Double Taxation of Bitcoin,99,99,https://www.coindesk.com/australian-government-seeks-end-to-double-taxation-of-bitcoin/,413.42,413.42,410.38,413.31,"61,655,400","6,341,380,000",-0.03,1.16,1.14
3/21/2016,Rootstock Raises $1 Million to Bring Smart Contracts to Bitcoin,99,99,https://www.coindesk.com/smart-contract-1-million-bitcoin-rootstock/,413.42,413.42,410.38,413.31,"61,655,400","6,341,380,000",-0.03,1.16,1.14
3/21/2016,Jaxx Integrates Shapeshift For Easier Bitcoin and Ethereum Conversion,99,99,https://themerkle.com/jaxx-integrates-shapeshift-for-easier-bitcoin-and-ethereum-conversion/,413.42,413.42,410.38,413.31,"61,655,400","6,341,380,000",-0.03,1.16,1.14
3/22/2016,WireX Buy Bitcoin - a Step Closer to the World’s First Bankless Personal Banking,99,99,https://cointelegraph.com/news/wirex-buy-bitcoin-a-step-closer-to-the-worlds-first-bankless-personal-banking,413.13,418.38,412.53,418.09,"66,813,300","6,338,430,000",1.2,-0.01,-0.41
3/23/2016,Bitcoin Exchange Coincheck Brings Ethereum To Japan,99,99,https://themerkle.com/bitcoin-exchange-coincheck-brings-ethereum-to-japan/,418.16,419.27,417.36,418.04,"61,444,200","6,417,130,000",-0.03,-0.39,-0.21
3/28/2016,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin’s",99,99,https://www.nytimes.com/2016/03/28/business/dealbook/ethereum-a-virtual-currency-enables-transactions-that-rival-bitcoins.html,426.55,426.86,423.29,424.23,"68,522,800","6,553,700,000",-0.54,-1.82,-2.22
3/30/2016,Bitcoin Exchange Cointrader Shuts Down After Alleged Hack,-1,2,https://www.coindesk.com/bitcoin-exchange-cointrader-shuts-down/,416.83,416.83,412.5,414.82,"66,034,100","6,407,840,000",-0.48,0.46,0.76
3/31/2016,Bitcoin transactions could consume as much energy as Denmark by the year 2020,99,99,https://boingboing.net/2016/03/31/projection-by-2020-bitcoin-t.html,415.26,418.37,415.26,416.73,"60,215,200","6,385,140,000",0.35,0.3,0.99
4/1/2016,Overstock Invests $4 Million in Barbados Bitcoin Startup,1,3,https://www.coindesk.com/overstock-invests-4-million-in-barbados-bitcoin-exchange/,416.76,418.17,415.83,417.96,"51,235,700","6,409,540,000",0.29,0.7,0.7
4/6/2016,Bitcoin Start-Up Gets an Electronic Money License in Britain,99,99,https://www.nytimes.com/2016/04/06/business/dealbook/bitcoin-start-up-gets-an-electronic-money-license-in-britain.html,424.28,424.53,422.73,423.41,"59,091,000","6,533,260,000",-0.21,-0.16,-0.72
4/6/2016,Circle Inks Bank Deal With Barclays After UK Regulator Approval,99,99,https://www.coindesk.com/circle-inks-bank-deal-with-barclays-after-uk-regulator-approval/,424.28,424.53,422.73,423.41,"59,091,000","6,533,260,000",-0.21,-0.16,-0.72
4/18/2016,Korean Securities Broker Inks Deal with Local Bitcoin Exchange,99,99,https://www.coindesk.com/korean-securities-broker-inks-deal-local-bitcoin-exchange/,427.61,429.27,427.09,428.59,"55,670,900","6,604,150,000",0.23,1.61,2.99
4/20/2016,"Segregated Witness has been released, tackling bitcoin's transaction limit",1,5,https://bravenewcoin.com/news/segregated-witness-has-been-released-tackling-bitcoins-transaction-limit/,435.32,443.05,434.41,441.39,"72,890,100","6,726,370,000",1.39,1.82,0.99
4/21/2016,Steam is reportedly planning to accept Bitcoin,1,3,http://www.pcgamer.com/steam-is-reportedly-planning-to-accept-bitcoin/,441.42,450.55,440.95,449.43,"68,204,700","6,822,320,000",1.81,-0.82,0.19
4/25/2016,A Bitcoin Exchange Just Got Approval to Operate Across the EU,1,3,https://www.wired.com/2016/04/bitcoin-exchange-receives-approval-operate-across-eu/,459.12,466.62,453.59,461.43,"87,091,800","7,102,490,000",0.5,1.01,-3.63
4/26/2016,Bitcoin mining is about to become a lot less profitable,99,99,http://theconversation.com/bitcoin-mining-is-about-to-become-a-lot-less-profitable-58302,461.65,467.96,461.62,466.09,"78,971,900","7,143,060,000",0.96,-4.59,-3.66
4/27/2016,"Use Bitcoin at Amazon, AliExpress, and More With a Free Unichange Bitcoin Debit Card",99,99,https://www.prnewswire.com/news-releases/use-bitcoin-at-amazon-aliexpress-and-more-with-a-free-unichange-bitcoin-debit-card-300258570.html,466.26,467.08,444.13,444.69,"93,564,900","7,216,190,000",-4.63,0.97,2.34
4/28/2016,You can now buy games on Steam using Bitcoin,1,3,https://www.theverge.com/2016/4/28/11525482/bitcoin-steam-valve-bitpay,445.04,449.55,436.65,449.01,"74,064,700","6,889,170,000",0.89,1.36,-0.15
4/28/2016,Coinbase is finally letting you instantly buy Bitcoin with a debit card,1,3,https://techcrunch.com/2016/04/28/coinbase-is-finally-letting-you-instantly-buy-bitcoin-with-a-debit-card/,445.04,449.55,436.65,449.01,"74,064,700","6,889,170,000",0.89,1.36,-0.15
5/2/2016,Japan Officially Recognizes Bitcoin and Digital Currencies as Money,99,99,https://cointelegraph.com/news/japan-officially-recognizes-bitcoin-and-digital-currencies-as-money,451.93,452.44,441.78,444.67,"92,127,000","7,002,610,000",-1.61,1.27,0.46
5/4/2016,"Larry Summers is Big on Blockchain, Not Sure About Bitcoin",-1,4,http://fortune.com/2016/05/04/larry-summers-bitcoin/,450.18,450.38,445.63,446.72,"50,407,300","6,978,950,000",-0.77,0.28,2.88
5/24/2016,"Hackers Steal $2 Million From Bitcoin Exchange In Hong Kong, Bounty Offered To Recover Funds",1,2,https://www.forbes.com/sites/robertolsen/2016/05/24/hackers-steal-2-million-from-bitcoin-exchange-in-hong-kong-bounty-offered-to-recover-funds/#7d4049be2745,444.29,447.1,443.93,445.98,"65,783,100","6,921,460,000",0.38,0.81,1.66
5/26/2016,"Burned By Bitcoin Scandal, Japan Is Introducing Controls",99,99,http://fortune.com/2016/05/26/japan-bitcoin-exchanges/,449.67,453.64,447.9,453.38,"65,203,800","7,008,500,000",0.83,4.43,16.91
6/2/2016,"CFTC Fines Bitcoin Exchange Bitfinex $75,000 Over Trading Violations",99,99,https://www.coindesk.com/cftc-bitcoin-exchange-bitfinex-trading-violations/,536.51,540.35,533.08,537.97,"60,378,200","8,375,000,000",0.27,5.8,6.46
6/4/2016,DDoS Attacks Target BitGo and Other Bitcoin Wallet Services,99,99,https://www.newsbtc.com/2016/06/04/ddos-attacks-target-bitgo-bitcoin-wallet-services/,569.71,590.13,564.24,572.73,"94,925,300","8,897,080,000",0.53,0.39,2.24
6/7/2016,Companies Are Stockpiling Bitcoin to Pay Off Cybercriminals,99,99,https://www.technologyreview.com/s/601643/companies-are-stockpiling-bitcoin-to-pay-off-cybercriminals/,585.45,590.26,567.51,576.6,"107,770,000","9,149,580,000",-1.51,0.87,-0.34
6/7/2016,French Presidential Hopeful Calls for Bitcoin Ban,-1,1,https://www.coindesk.com/french-presidential-hopeful-bitcoin-ban/,585.45,590.26,567.51,576.6,"107,770,000","9,149,580,000",-1.51,0.87,-0.34
6/7/2016,Bitcoin Wallet Gets DDoS'd,-1,2,https://www.pymnts.com/news/security-and-risk/2016/ddos-bitcoin-wallet/,585.45,590.26,567.51,576.6,"107,770,000","9,149,580,000",-1.51,0.87,-0.34
6/9/2016,New Details Emerge on Bitcoin Firm Avalon's $466 Million Pending Sale,99,99,https://www.coindesk.com/sale-of-bitcoin-company-behind-avalon-mining-chip-awaits-government-approval/,582.2,582.2,570.95,574.63,"71,301,000","9,103,080,000",-1.3,0.49,5.59
6/10/2016,"Jaxx Wallet Integrates Shapeshift for In-Wallet Conversion Between Bitcoin, Ether and DAO Tokens — Bitcoin Magazine",99,99,https://bitcoinmagazine.com/articles/jaxx-wallet-integrates-shapeshift-for-in-wallet-conversion-between-bitcoin-ether-and-dao-tokens-1465587726/,575.84,579.13,573.33,577.47,"66,991,900","9,005,920,000",0.28,5.07,16.5
6/10/2016,The Bitcoin Halving – What Will Change?,99,99,https://themerkle.com/the-bitcoin-halving-what-will-change/,575.84,579.13,573.33,577.47,"66,991,900","9,005,920,000",0.28,5.07,16.5
6/13/2016,The price of bitcoin is skyrocketing ahead of the 'halvening',99,99,http://www.businessinsider.com/bitcoin-price-skyrocketing-june-13-halvening-2016-6?r=UK&IR=T,671.65,716,664.49,704.38,"243,295,000","10,511,900,000",4.87,-2.67,-1.41
6/14/2016,"Why Did Bitcoin Hit Its Highest Price in Two Years? ""The Halving"" Is Coming",99,99,https://www.inverse.com/article/17006-why-did-bitcoin-hit-its-highest-price-in-two-years-the-halving-is-coming,704.5,704.5,662.8,685.56,"186,694,000","11,028,900,000",-2.69,1.3,11.78
6/17/2016,The DAO Attacked: Code Issue Leads to $60 Million Ether Theft,-1,2,https://www.coindesk.com/dao-attacked-code-issue-leads-60-million-ether-theft/,768.49,775.36,716.56,748.91,"363,321,000","12,038,900,000",-2.55,0.98,1.99
6/23/2016,Goldman Sachs-backed bitcoin payment app Circle just raised $60 million,1,3,http://www.businessinsider.com/bitcoin-payment-app-circle-raises-60-million-expands-to-china-and-the-euro-2016-6?r=UK&IR=T,597.44,629.33,558.14,623.98,"253,462,000","9,373,190,000",4.44,6.62,6.59
6/23/2016,Bitcoin prices plummet after technical glitches spook investors,99,99,https://www.marketwatch.com/story/bitcoin-prices-plummet-after-technical-glitches-spook-investors-2016-06-23,597.44,629.33,558.14,623.98,"253,462,000","9,373,190,000",4.44,6.62,6.59
6/24/2016,Bitcoin value surges as British pound tanks on Brexit,99,99,https://www.theverge.com/2016/6/24/12023402/brexit-bitcoin-value-price-surge,625.58,681.73,625.27,665.3,"224,317,000","9,816,730,000",6.35,-0.03,-5.4
7/6/2016,North Carolina Governor Signs Bitcoin Bill Into Law,99,99,https://www.coindesk.com/north-carolina-governor-signs-bitcoin-bill-law/,670.42,681.9,670.42,677.33,"134,961,000","10,550,300,000",1.03,-5.43,-1.6
7/6/2016,Uber Switches to Bitcoin in Argentina After Govt Blocks Uber Credit Cards,1,3,https://cointelegraph.com/news/uber-switches-to-bitcoin-in-argentina-after-govt-blocks-uber-credit-cards,670.42,681.9,670.42,677.33,"134,961,000","10,550,300,000",1.03,-5.43,-1.6
7/9/2016,The reward for mining Bitcoin was just cut in half,1,5,https://techcrunch.com/2016/07/09/the-reward-for-mining-bitcoin-was-just-cut-in-half/,666.38,666.38,633.4,650.96,"180,536,000","10,493,800,000",-2.31,-0.25,-0.51
7/21/2016,Trendon Shavers Sentenced in First Bitcoin Securities-Fraud Case,99,99,https://www.wsj.com/articles/trendon-shavers-sentenced-in-first-bitcoin-securities-fraud-case-1469141141,665.23,666.22,660.41,665.01,"60,491,800","10,490,300,000",-0.03,-2.16,-1.42
7/25/2016,A Florida judge has ruled that Bitcoin isn’t money,-1,1,https://techcrunch.com/2016/07/25/a-florida-judge-has-ruled-that-bitcoin-isnt-money/,661.26,661.83,653.39,654.1,"78,176,500","10,431,900,000",-1.08,-0.35,0.04
7/26/2016,Australians have an easier way to buy bitcoin after new exchange launches,99,99,https://mashable.com/2016/07/26/coinbase-bitcoin-launch-australia/,654.23,656.23,645.88,651.78,"225,135,000","10,321,900,000",-0.37,0.39,0.5
8/3/2016,Bitcoin worth $78m stolen from Bitfinex exchange in Hong Kong,99,99,https://www.theguardian.com/technology/2016/aug/03/bitcoin-stolen-bitfinex-exchange-hong-kong,548.66,573.36,541.55,566.36,"207,982,000","8,663,670,000",3.23,2.11,1.53
8/8/2016,Bitcoin Company Says At Least $20K Stolen In App Store Scam,-1,2,https://motherboard.vice.com/en_us/article/8q8m75/money-stealing-apps-are-popping-up-on-the-app-store-bitcoin-wallet-apple,592.74,592.99,588.05,591.05,"61,194,100","9,365,440,000",-0.29,-0.55,0.18
8/9/2016,Kim Dotcom Predicts a US$2000 Bitcoin Price By 2017,1,4,https://themerkle.com/kim-dotcom-predicts-a-us2000-bitcoin-price-by-2017/,591.04,591.09,584.79,587.8,"92,228,100","9,339,660,000",-0.55,0.73,0.22
8/11/2016,"Korea's Largest Bitcoin Exchange Supports Ethereum Classic, Eliminates All Fees",99,99,https://cointelegraph.com/news/koreas-largest-bitcoin-exchange-supports-ethereum-classic-eliminates-all-fees,592.12,597.54,589.12,589.12,"74,514,400","9,358,770,000",-0.51,-0.26,-0.6
8/14/2016,Bitcoin's technology has a surprising fan: IBM,99,99,https://www.cnet.com/news/ibm-blockchain-bitcoins-technology-surprising-fan/,585.59,585.67,564.78,570.47,"60,851,100","9,258,730,000",-2.58,-0.57,1.22
8/24/2016,4 Major Banks Confirm They Are Building Bitcoin-like Digital Currency,99,99,https://cointelegraph.com/news/4-major-banks-confirm-they-are-building-bitcoin-like-digital-currency,583.41,583.59,579.86,580.18,"56,328,200","9,234,800,000",-0.55,-0.42,-0.09
8/24/2016,The First Bitcoin Exchange in Moscow Is Open for Business,99,99,https://dcebrief.com/the-first-bitcoin-exchange-in-moscow-is-open-for-business/,583.41,583.59,579.86,580.18,"56,328,200","9,234,800,000",-0.55,-0.42,-0.09
9/7/2016,'Big Four' Accounting Firm Deloitte is Now Running a Bitcoin ATM,99,99,https://www.coindesk.com/big-four-accounting-firm-deloitte-now-running-bitcoin-atm/,610.57,614.54,608.51,614.54,"75,032,400","9,679,610,000",0.65,1.92,1.35
9/8/2016,Russia changes its mind on bitcoin ban,1,1,http://www.businessinsider.com/russia-changes-its-mind-on-bitcoin-ban-2016-9,614.63,628.77,613.84,626.32,"86,713,000","9,745,120,000",1.9,-0.55,-0.45
9/8/2016,"iPhone7 Enables Bitcoin Payments, Ethereum Classic Might be Next",1,3,https://cointelegraph.com/news/iphone7-enables-bitcoin-payments-ethereum-classic-might-be-next,614.63,628.77,613.84,626.32,"86,713,000","9,745,120,000",1.9,-0.55,-0.45
9/17/2016,Bitfinex Issues Bitcoin Hack Repayment Plan Update,1,2,https://www.coindesk.com/bitfinex-issues-hack-repayment-plan-update/,607.22,607.86,605.19,605.98,"37,140,300","9,637,600,000",-0.2,0.64,0.54
